Vehicle ,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
15384,30.75,96.225,15,2.1,14.81481481,31.77796296
15385,38.0875,38.86875,22,24.2,70.37037037,38.70532407
15386,78.35,43.63125,93,89.4,37.03703704,68.28365741
15387,74.05,92.7125,33,33,70.37037037,60.62657407
15388,92.4875,85.625,52,67.8,48.14814815,69.21212963
15389,43.9125,10.525,37,82.9,14.81481481,37.83046296
15390,60.9125,71.43125,33,8.3,100,54.72875
15391,46.7375,44.4875,66,40.9,88.88888889,57.40277778
15392,70.1125,72.60625,59,26.7,37.03703704,53.09115741
15393,62.9125,92.0875,47,19.4,88.88888889,62.05777778
15394,83.575,24.56875,85,6.9,11.11111111,42.23097222
15395,62.5625,68.99375,80,54.3,14.81481481,56.13421296
15396,69.05,75.99375,32,78.2,51.85185185,61.41912037
15397,35.6875,45.0125,88,34.2,33.33333333,47.24666667
15398,46.5875,51.9,99,40.7,85.18518519,64.67453704
15399,86.2125,34.425,28,37.8,70.37037037,51.36157407
15400,52.9125,71.6625,80,75,44.44444444,64.80388889
15401,59.0125,38.70625,93,52.5,14.81481481,51.60671296
15402,18.8,79.2125,24,37.3,62.96296296,44.45509259
15403,92.1125,89.65625,32,62.1,70.37037037,69.24782407
15404,57.05,30.9375,40,4.5,85.18518519,43.53453704
15405,60.9375,72.26875,41,82.8,44.44444444,60.29013889
15406,53.175,68.95625,59,87.3,51.85185185,64.05662037
15407,18.5125,42.66875,28,39.7,77.77777778,41.33180556
15408,22.7375,6.7375,73,40,25.92592593,33.68018519
15409,74.0875,67.425,78,6.2,74.07407407,59.95731481
15410,12.5,87.19375,35,71.5,51.85185185,51.60912037
15411,16.75,65.96875,93,71.5,55.55555556,60.55486111
15412,83.725,65.20625,54,1.8,66.66666667,54.27958333
15413,77.3375,22.375,46,29.7,62.96296296,47.67509259
15414,15.4125,85.24375,49,60.2,88.88888889,59.74902778
15415,53.775,39.33125,22,69.5,11.11111111,39.14347222
15416,34.4875,61.8375,80,42.5,11.11111111,45.98722222
15417,58.2625,65.35625,64,47,22.22222222,51.36819444
15418,27.0375,26.50625,19,14.2,40.74074074,25.49689815
15419,49.975,43.325,77,22.9,33.33333333,45.30666667
15420,48.6125,91.275,67,60.3,62.96296296,66.03009259
15421,35.625,20.6125,20,76.9,66.66666667,43.96083333
15422,33.3125,74.5125,12,85.8,44.44444444,50.01388889
15423,61,38.5875,44,39.4,33.33333333,43.26416667
15424,14,78.4,90,62.9,25.92592593,54.24518519
15425,98.175,34.75625,100,32.2,85.18518519,70.06328704
15426,62.5625,53.26875,77,8.1,70.37037037,54.26032407
15427,68.675,38.29375,66,12.9,59.25925926,49.02560185
15428,59.925,86.64375,18,37.6,85.18518519,57.47078704
15429,12.8,24.91875,44,92.5,88.88888889,52.62152778
15430,99.6125,25.20625,16,14.1,62.96296296,43.57634259
15431,99.15,38.1,21,35.9,66.66666667,52.16333333
15432,25.125,59.86875,88,12,62.96296296,49.59134259
15433,95.3125,55.925,69,96.3,66.66666667,76.64083333
15434,85,68.475,89,38.9,33.33333333,62.94166667
15435,52.375,85.7,71,7.5,55.55555556,54.42611111
15436,38.025,84.83125,79,86.5,22.22222222,62.11569444
15437,14.5,19.7375,59,61.9,33.33333333,37.69416667
15438,80.075,52.48125,62,29.3,62.96296296,57.36384259
15439,32.3875,74.56875,19,72.2,62.96296296,52.22384259
15440,18.55,38.8875,95,25.8,44.44444444,44.53638889
15441,19.5125,90.86875,78,46.8,48.14814815,56.66587963
15442,41.325,48.94375,10,1.9,59.25925926,32.28560185
15443,65.675,80.90625,60,95.1,74.07407407,75.15106481
15444,84.7,15.2625,21,19.2,33.33333333,34.69916667
15445,56.7,82.76875,90,87.1,25.92592593,68.49893519
15446,35.975,69.76875,91,18.1,85.18518519,60.00578704
15447,33.925,61.40625,51,48.4,85.18518519,55.98328704
15448,25.625,64.70625,45,53,14.81481481,40.62921296
15449,45.8875,71.9875,10,19.5,55.55555556,40.58611111
15450,58.0125,46.40625,99,86.8,44.44444444,66.93263889
15451,99.4875,36.075,94,46.7,85.18518519,72.28953704
15452,65.3375,10.075,16,76.4,18.51851852,37.2662037
15453,97.4625,40.55625,68,68.3,88.88888889,72.64152778
15454,91.675,63.01875,21,94.7,55.55555556,65.18986111
15455,71.25,97.05,22,43.2,96.2962963,65.95925926
15456,36.5875,60.5,53,15.2,51.85185185,43.42787037
15457,50.6875,94.4875,26,8.9,22.22222222,40.45944444
15458,79.55,69.48125,52,53.1,14.81481481,53.78921296
15459,58.4125,66.2625,84,85.6,48.14814815,68.48462963
15460,33.3125,29.7125,33,77.2,29.62962963,40.57092593
15461,83.6125,94.55625,72,69.6,48.14814815,73.58337963
15462,12.925,61.3625,38,8.1,33.33333333,30.74416667
15463,14.8375,86.9,30,1.6,40.74074074,34.81564815
15464,58.475,48.78125,89,48.2,48.14814815,58.52087963
15465,85.1625,30.89375,29,86.2,88.88888889,64.02902778
15466,15.7625,36.05,94,71.9,59.25925926,55.39435185
15467,36.725,39.4,47,14.5,81.48148148,43.8212963
15468,14.5,79.93125,49,30.6,37.03703704,42.21365741
15469,31.8875,57.1625,90,7.5,59.25925926,49.16185185
15470,91,33.09375,49,43.4,44.44444444,52.18763889
15471,68.3125,66.2625,33,79.7,77.77777778,65.01055556
15472,16.45,26.2625,29,99.4,88.88888889,52.00027778
15473,64.625,38.45,24,96,29.62962963,50.54092593
15474,77.2625,48.66875,29,17.6,70.37037037,48.58032407
15475,95.425,32.5375,54,68.6,29.62962963,56.03842593
15476,69.4375,39.30625,20,47.2,25.92592593,40.37393519
15477,59.075,33.96875,79,53.7,33.33333333,51.81541667
15478,39.625,14.98125,40,25.6,74.07407407,38.85606481
15479,84.5375,85.36875,61,46.7,85.18518519,72.55828704
15480,58.25,69.5375,15,30.4,22.22222222,39.08194444
15481,80.925,88.95625,28,24.9,59.25925926,56.40810185
15482,49.9625,57.86875,10,29,96.2962963,48.62550926
15483,82.7125,98.61875,97,69.9,100,89.64625
15484,13.4625,74.80625,34,73.6,37.03703704,46.58115741
15485,49.4875,9.73125,28,86.3,37.03703704,42.11115741
15486,49,20.09375,65,2.1,25.92592593,32.42393519
15487,78.85,7.9125,100,46.8,88.88888889,64.49027778
15488,57.1875,25.76875,91,56.1,88.88888889,63.78902778
15489,68.65,39.625,24,25.6,51.85185185,41.94537037
15490,26.9625,32.4,12,77.4,66.66666667,43.08583333
15491,26.2,60.8125,30,76.2,29.62962963,44.56842593
15492,62.325,28.19375,10,44.2,62.96296296,41.53634259
15493,45.425,32.075,13,79.7,66.66666667,47.37333333
15494,76.75,74.39375,97,48.9,74.07407407,74.22356481
15495,46.8,42.4125,27,89.3,62.96296296,53.69509259
15496,91.75,13.69375,73,25.4,48.14814815,50.39837963
15497,33.675,11.13125,80,12.7,85.18518519,44.53828704
15498,29.725,33.025,46,33.6,11.11111111,30.69222222
15499,75.7,71.1,26,98.9,44.44444444,63.22888889
15500,18.4375,6.95,61,76.6,100,52.5975
15501,45.2875,7.3125,10,35.6,25.92592593,24.82518519
15502,96.8875,43.425,11,34.2,92.59259259,55.62101852
15503,78.0125,66.25,93,58.6,100,79.1725
15504,58.15,70.30625,54,54,70.37037037,61.36532407
15505,57.825,16.15625,49,6.6,62.96296296,38.50884259
15506,81.6,26.44375,50,18.6,74.07407407,50.14356481
15507,26.7875,12.24375,88,66.3,37.03703704,46.07365741
15508,18.7375,84.93125,52,28.2,100,56.77375
15509,19.5375,46.0375,71,26.7,77.77777778,48.21055556
15510,83.3875,30.56875,93,33,62.96296296,60.58384259
15511,25.8875,12.53125,59,53.6,29.62962963,36.12967593
15512,86.7875,93.1375,72,5.8,37.03703704,58.95240741
15513,81.6875,34.30625,63,86.9,29.62962963,59.10467593
15514,52.325,8.60625,43,88.5,55.55555556,49.59736111
15515,29.9,63.6875,31,57.9,44.44444444,45.38638889
15516,74.9,6.35625,30,45.1,25.92592593,36.45643519
15517,47.5625,94.8625,15,4.3,100,52.345
15518,31.1125,59.05,93,65.9,62.96296296,62.40509259
15519,96.8125,76.40625,86,15.2,74.07407407,69.69856481
15520,65.65,88.00625,100,61.6,96.2962963,82.31050926
15521,96.4875,94.125,58,6,62.96296296,63.51509259
15522,83.9,97.15,28,26.1,51.85185185,57.40037037
15523,83.6,31.05,89,33.3,92.59259259,65.90851852
15524,68.05,27.5875,84,90.2,25.92592593,59.15268519
15525,41.1125,93.225,56,91.3,14.81481481,59.29046296
15526,21.3,22.8875,35,25.2,18.51851852,24.5812037
15527,69.2875,45.075,29,98.7,59.25925926,60.26435185
15528,63.8,37.075,32,54.5,11.11111111,39.69722222
15529,60.5125,50.1875,67,2.2,33.33333333,42.64666667
15530,17.525,56.1375,25,40.1,81.48148148,44.0487963
15531,95.175,79.275,85,52.7,92.59259259,80.94851852
15532,28.9375,43.49375,78,87.8,59.25925926,59.49810185
15533,83.6125,24.11875,86,11.9,33.33333333,47.79291667
15534,29.3625,99.1875,18,68.8,92.59259259,61.58851852
15535,96.5125,34.91875,82,56.5,14.81481481,56.94921296
15536,97.95,81.5375,92,35.1,96.2962963,80.57675926
15537,57.6,33.54375,100,92,81.48148148,72.9250463
15538,82.5,18.03125,87,15.5,22.22222222,45.05069444
15539,72.0625,57.3,30,20.2,18.51851852,39.6162037
15540,34.425,30.95,23,40.2,74.07407407,40.52981481
15541,30.675,89.5875,98,85.9,62.96296296,73.42509259
15542,44.2625,85.66875,35,36.6,85.18518519,57.34328704
15543,62.3125,66.425,78,31.5,37.03703704,55.05490741
15544,27.8625,40.91875,99,80.7,25.92592593,54.88143519
15545,58.3375,48.41875,70,65.2,62.96296296,60.98384259
15546,84.65,56.6875,65,26.7,14.81481481,49.57046296
15547,96.925,96.03125,84,34.4,51.85185185,72.64162037
15548,36.8375,21.9625,32,43.3,77.77777778,42.37555556
15549,28.55,21.21875,15,23,22.22222222,21.99819444
15550,71.225,52.7375,71,86.2,40.74074074,64.38064815
15551,37.6,22.99375,84,84,22.22222222,50.16319444
15552,92.1375,47.325,19,86.8,92.59259259,67.57101852
15553,19.1625,60.50625,22,99.1,85.18518519,57.19078704
15554,99.9625,7.875,37,4,77.77777778,45.32305556
15555,36.075,35.68125,89,66.2,18.51851852,49.0949537
15556,30.6625,67.975,65,45.6,85.18518519,58.88453704
15557,83.25,37.3625,15,31.9,40.74074074,41.65064815
15558,60.6,97.10625,54,15.8,100,65.50125
15559,29.2375,66.4625,70,79.4,25.92592593,54.20518519
15560,23.65,71.89375,86,66.5,88.88888889,67.38652778
15561,65.5875,27.7625,22,17.5,77.77777778,42.12555556
15562,38.0125,33.76875,36,56.5,25.92592593,38.04143519
15563,24.875,83.40625,13,70.6,18.51851852,42.0799537
15564,80.4875,14.1125,13,76,66.66666667,50.05333333
15565,31.475,18.61875,90,48.2,59.25925926,49.51060185
15566,23.2375,39.48125,53,58.1,48.14814815,44.39337963
15567,16.3375,67.83125,40,54.2,22.22222222,40.11819444
15568,13.525,38.2,24,10.5,70.37037037,31.31907407
15569,56.825,37.25,92,58.8,85.18518519,66.01203704
15570,18.875,27.85625,65,78.5,14.81481481,41.00921296
15571,13.775,32.24375,12,21.3,14.81481481,18.82671296
15572,74.4875,42.2375,40,64.4,81.48148148,60.5212963
15573,56.85,6.36875,83,55.5,18.51851852,44.0474537
15574,73.975,92.5125,16,88.7,44.44444444,63.12638889
15575,60.8375,24.425,42,78.4,29.62962963,47.05842593
15576,34.5,75.275,32,51.2,33.33333333,45.26166667
15577,42.65,28.375,46,50.4,22.22222222,37.92944444
15578,39.8375,53.4,47,76.3,40.74074074,51.45564815
15579,58.6875,49.20625,10,52.4,51.85185185,44.42912037
15580,93.225,40.0875,90,93.3,92.59259259,81.84101852
15581,35.9375,88.35625,91,94.4,18.51851852,65.6424537
15582,48.575,34.05,90,76.5,100,69.825
15583,58.225,50.9875,40,7.6,25.92592593,36.54768519
15584,45.4,9.95,82,84.2,55.55555556,55.42111111
15585,16.025,24.675,63,40.6,11.11111111,31.08222222
15586,59.8625,76.08125,14,95.4,37.03703704,56.47615741
15587,75.9375,66.925,85,34.3,14.81481481,55.39546296
15588,22.8375,38.04375,27,47.1,37.03703704,34.40365741
15589,42.7375,77.0875,40,40.3,22.22222222,44.46944444
15590,60.1375,48.35,84,57.1,74.07407407,64.73231481
15591,94.2125,16.9375,33,81,44.44444444,53.91888889
15592,13.4125,78.09375,23,67.6,29.62962963,42.34717593
15593,30.75,23.14375,44,66,88.88888889,50.55652778
15594,47,85.3625,34,71.9,14.81481481,50.61546296
15595,94.25,59.3,47,58.5,96.2962963,71.06925926
15596,18.775,21.08125,43,39.3,74.07407407,39.24606481
15597,48.7,65.1625,93,13.4,18.51851852,47.7562037
15598,18.2,32.9125,11,91.6,11.11111111,32.96472222
15599,57.075,19.1125,85,95.5,37.03703704,58.74490741
15600,24.3875,75.375,71,87,62.96296296,64.14509259
15601,24.2875,76.2875,27,94.6,55.55555556,55.54611111
15602,48.0625,67.3,77,23,55.55555556,54.18361111
15603,32.2125,56.80625,23,63.1,44.44444444,43.91263889
15604,73.95,62.04375,16,91.6,81.48148148,65.0150463
15605,54.1875,64.76875,44,59.2,100,64.43125
15606,36.3625,37.49375,76,91,88.88888889,65.94902778
15607,33.4625,72.725,66,67.9,59.25925926,59.86935185
15608,48.025,57.54375,58,62,66.66666667,58.44708333
15609,69.4,89.3125,31,66.9,40.74074074,59.47064815
15610,73.2375,96.98125,70,85.6,92.59259259,83.68226852
15611,27,12.38125,18,90.1,92.59259259,48.01476852
15612,15.2125,95.9375,79,92.6,66.66666667,69.88333333
15613,29.1,14.71875,29,88.4,77.77777778,47.79930556
15614,57.2,33.975,82,44.8,62.96296296,56.18759259
15615,80.9,9.36875,12,28,85.18518519,43.09078704
15616,80.3,62.425,92,11.6,14.81481481,52.22796296
15617,26.3625,7.9125,80,78.8,14.81481481,41.57796296
15618,65.9875,29.21875,85,72.8,74.07407407,65.41606481
15619,89.1125,76.075,57,70.4,92.59259259,77.03601852
15620,22.6125,48.725,11,68.9,48.14814815,39.87712963
15621,31.1125,22.8375,43,20.2,74.07407407,38.24481481
15622,29.475,79.20625,51,78.1,59.25925926,59.40810185
15623,19.9125,11.1625,53,93.4,88.88888889,53.27277778
15624,83.425,22.3875,41,37.9,70.37037037,51.01657407
15625,17.6,42.83125,93,30.7,70.37037037,50.90032407
15626,37.0875,96.375,57,9.1,96.2962963,59.17175926
15627,94.475,55.45,51,49.9,77.77777778,65.72055556
15628,99.1125,78.29375,29,96.4,37.03703704,67.96865741
15629,66.175,63.5875,21,42.1,81.48148148,54.8687963
15630,89.425,86.85,21,85.8,29.62962963,62.54092593
15631,83.275,77.275,89,13.4,100,72.59
15632,93.8625,9.31875,52,77.5,37.03703704,53.94365741
15633,23.9375,37.15,40,63.4,25.92592593,38.08268519
15634,83.575,44.225,87,3.5,25.92592593,48.84518519
15635,22.875,79.125,65,49,29.62962963,49.12592593
15636,95.0875,91.3375,54,20.1,33.33333333,58.77166667
15637,17.3125,14.03125,76,52.7,55.55555556,43.11986111
15638,91.1,68.7,93,40.4,29.62962963,64.56592593
15639,66.525,40.4,90,42.3,37.03703704,55.25240741
15640,24.4,79.01875,75,63.7,59.25925926,60.27560185
15641,57.45,59.1,22,82.6,59.25925926,56.08185185
15642,63.0375,28.85,28,75,25.92592593,44.16268519
15643,58.85,49.85,34,28.8,81.48148148,50.5962963
15644,88.0375,86.04375,47,49.1,74.07407407,68.85106481
15645,35.7375,33.48125,17,21.3,48.14814815,31.13337963
15646,77.45,27.30625,24,16.6,100,49.07125
15647,89.1375,68.65,21,11.4,25.92592593,43.22268519
15648,75.1,79.0375,26,15.4,100,59.1075
15649,50.875,99.8,74,54,48.14814815,65.36462963
15650,86.6375,41.90625,78,69.4,37.03703704,62.59615741
15651,27.6375,23.825,19,21.1,96.2962963,37.57175926
15652,69.775,88.5625,55,59.8,33.33333333,61.29416667
15653,55.125,36.98125,28,98.4,14.81481481,46.66421296
15654,71.1625,15.31875,70,32.9,11.11111111,40.09847222
15655,17.675,94.575,99,15.7,48.14814815,55.01962963
15656,59.775,45.41875,93,31.3,66.66666667,59.23208333
15657,39.075,38.9875,15,68.2,25.92592593,37.43768519
15658,41.625,32.1875,26,93,55.55555556,49.67361111
15659,47.85,29.74375,85,28.6,14.81481481,41.20171296
15660,24.9125,67.89375,86,2.2,25.92592593,41.38643519
15661,38.3875,89.15,20,95.4,74.07407407,63.40231481
15662,18.8375,35.30625,91,77.8,55.55555556,55.69986111
15663,28.925,39.88125,89,67.8,18.51851852,48.8249537
15664,81.3375,57.1,88,39.9,14.81481481,56.23046296
15665,15.025,32.85,52,83.1,92.59259259,55.11351852
15666,89.4875,32.925,68,34.9,59.25925926,56.91435185
15667,34.4,29.3625,43,27.7,66.66666667,40.22583333
15668,19.2625,93.0125,29,20.7,59.25925926,44.24685185
15669,55.6375,33.10625,57,96.6,51.85185185,58.83912037
15670,83.3,90.24375,85,57.9,40.74074074,71.43689815
15671,81.3,11.525,41,75,85.18518519,58.80203704
15672,95.625,80.44375,88,94.5,51.85185185,82.08412037
15673,95.375,64.04375,11,52,70.37037037,58.55782407
15674,99.7125,8.45625,87,46.6,37.03703704,55.76115741
15675,20.075,23.14375,84,5.5,77.77777778,42.09930556
15676,44.7375,57.71875,98,77.8,44.44444444,64.54013889
15677,23.9625,84.19375,76,68.8,37.03703704,57.99865741
15678,97.775,74.4625,45,15.6,33.33333333,53.23416667
15679,74.175,24.5375,26,98.4,11.11111111,46.84472222
15680,73.4375,38.11875,77,71.8,40.74074074,60.21939815
15681,45.025,99.31875,71,52.6,59.25925926,65.44060185
15682,84.65,35.4125,35,10.1,96.2962963,52.29175926
15683,16.725,12.36875,50,95,33.33333333,41.48541667
15684,82.3625,63.65,55,61.4,55.55555556,63.59361111
15685,87.375,67.04375,83,19.1,81.48148148,67.6000463
15686,61.975,59.29375,66,81.7,77.77777778,69.34930556
15687,28.975,15.05,74,9.1,29.62962963,31.35092593
15688,73.375,10.6375,63,58,29.62962963,46.92842593
15689,18,26.25,41,13.9,22.22222222,24.27444444
15690,67.5,94.8375,60,39,18.51851852,55.9712037
15691,26.2,86.4125,74,28.9,66.66666667,56.43583333
15692,71.725,42.56875,29,43,55.55555556,48.36986111
15693,20.675,44.79375,63,60.1,14.81481481,40.67671296
15694,70.9125,69.33125,35,9.2,66.66666667,50.22208333
15695,77.5125,31.13125,57,77,44.44444444,57.41763889
15696,70.7375,90.025,54,58.9,77.77777778,70.28805556
15697,46.025,30.5375,51,2.8,51.85185185,36.44287037
15698,85.1875,72.5,86,33.2,48.14814815,65.00712963
15699,87.4375,9.4375,58,3.9,70.37037037,45.82907407
15700,38.925,79.84375,23,61.4,51.85185185,51.00412037
15701,82.3875,53.70625,10,94.9,11.11111111,50.42097222
15702,21.7,22.59375,13,47.7,74.07407407,35.81356481
15703,19.55,54.7375,20,28.3,33.33333333,31.18416667
15704,89.0625,51.06875,49,77.9,48.14814815,63.03587963
15705,90.9875,6.90625,17,71.2,33.33333333,43.88541667
15706,59.3875,55.04375,57,57.2,62.96296296,58.31884259
15707,29.4,52.9,13,35.1,44.44444444,34.96888889
15708,78.1875,17.24375,29,27.9,29.62962963,36.39217593
15709,24.3875,64.95,35,84,44.44444444,50.55638889
15710,86.8625,89.34375,47,70.8,40.74074074,66.94939815
15711,47.25,15.925,46,63.7,11.11111111,36.79722222
15712,59.925,75.75,74,64.5,22.22222222,59.27944444
15713,58.35,28.98125,93,49.3,22.22222222,50.37069444
15714,82.6,88.7625,70,90.7,18.51851852,70.1162037
15715,21.3875,92.75,36,19.3,66.66666667,47.22083333
15716,65.2625,26.40625,33,61.6,37.03703704,44.66115741
15717,43.6875,58.8875,27,17.6,85.18518519,46.47203704
15718,25.225,18.675,57,7.4,81.48148148,37.9562963
15719,75.95,67.125,26,54.8,48.14814815,54.40462963
15720,95.85,20.98125,10,92.1,66.66666667,57.11958333
15721,65.1125,50.45,40,65.7,40.74074074,52.40064815
15722,65.5125,31.85,66,19.4,55.55555556,47.66361111
15723,17.375,59.70625,53,2.7,100,46.55625
15724,70.7625,94.31875,81,14.7,59.25925926,64.00810185
15725,94.225,30.60625,38,89.8,51.85185185,60.89662037
15726,51.75,27.00625,73,31,18.51851852,40.2549537
15727,55.7375,91.63125,18,14.8,85.18518519,53.07078704
15728,74.3125,16.4,28,1.9,29.62962963,30.04842593
15729,67.625,41.14375,38,78.4,29.62962963,50.95967593
15730,55.5375,62.6625,59,49.5,40.74074074,53.48814815
15731,72.1875,71.00625,88,10.8,44.44444444,57.28763889
15732,72.5,86.6625,60,15.6,62.96296296,59.54509259
15733,80.45,98.46875,51,79.4,40.74074074,70.01189815
15734,97.5,47.25,92,41.7,11.11111111,57.91222222
15735,61.175,29.8125,18,94.5,59.25925926,52.54935185
15736,16.5375,88.99375,34,94.4,77.77777778,62.34180556
15737,16.675,46.625,60,63.6,59.25925926,49.23185185
15738,92.975,41.08125,68,24.5,22.22222222,49.75569444
15739,63.4,69.74375,69,97.5,44.44444444,68.81763889
15740,49.0625,25.95,15,4.2,81.48148148,35.1387963
15741,17.15,69.79375,51,39.6,25.92592593,40.69393519
15742,24.9875,87.49375,74,7.9,51.85185185,49.24662037
15743,90.4375,90.6375,29,72.9,77.77777778,72.15055556
15744,75.375,20.725,12,97.7,81.48148148,57.4562963
15745,59.4375,51.7,62,45.4,40.74074074,51.85564815
15746,55.2125,19.6125,59,16.3,48.14814815,39.65462963
15747,22.625,90.7625,13,53.2,22.22222222,40.36194444
15748,21.7125,60.375,28,50.9,44.44444444,41.08638889
15749,19.9125,92.73125,66,91.9,37.03703704,61.51615741
15750,66.175,35.05625,54,95.1,88.88888889,67.84402778
15751,39.8625,79.94375,81,87.5,22.22222222,62.10569444
15752,44.7625,12.825,31,96.6,100,57.0375
15753,81.475,87.35,26,75.8,25.92592593,59.31018519
15754,72.5,29.76875,86,46.7,92.59259259,65.51226852
15755,59.325,77.99375,36,84.3,18.51851852,55.2274537
15756,25.3125,11.14375,79,48.4,33.33333333,39.43791667
15757,52.075,76.825,91,40.7,33.33333333,58.78666667
15758,54.0875,95.43125,78,87.9,29.62962963,69.00967593
15759,73.9875,17.51875,20,56.3,18.51851852,37.2649537
15760,19.2875,75.5375,96,74.1,37.03703704,60.39240741
15761,31.075,84.78125,50,75.1,14.81481481,51.15421296
15762,69.0125,69.14375,92,40.4,51.85185185,64.48162037
15763,44.2375,45.48125,31,17.2,44.44444444,36.47263889
15764,32.875,36.3375,71,70,66.66666667,55.37583333
15765,53.6375,46.5,53,13,40.74074074,41.37564815
15766,95.9875,13.275,10,29.5,88.88888889,47.53027778
15767,49.4875,29.525,98,35.2,25.92592593,47.62768519
15768,42.25,61.25625,56,41.6,55.55555556,51.33236111
15769,68.175,55.6125,17,24.5,48.14814815,42.68712963
15770,25.225,62.96875,59,5.2,85.18518519,47.51578704
15771,91.5,99.675,20,80.7,37.03703704,65.78240741
15772,22.525,78.18125,99,49,62.96296296,62.33384259
15773,82.2,52.325,69,92.7,14.81481481,62.20796296
15774,66.3,91.18125,63,36.7,74.07407407,66.25106481
15775,21.0375,64.625,69,20.6,96.2962963,54.31175926
15776,21.3,75.36875,82,38.1,74.07407407,58.16856481
15777,70.525,66.43125,67,98.3,70.37037037,74.52532407
15778,14.925,46.325,67,90.9,70.37037037,57.90407407
15779,74.9625,76.6125,34,71.4,22.22222222,55.83944444
15780,19.55,80.66875,74,58.2,44.44444444,55.37263889
15781,96.3625,10.09375,65,62.8,33.33333333,53.51791667
15782,75.125,70.34375,33,77.4,55.55555556,62.28486111
15783,91.0875,52.45,89,88.4,51.85185185,74.55787037
15784,92.1,51.55,60,31,77.77777778,62.48555556
15785,61.425,46.30625,17,65.4,11.11111111,40.24847222
15786,14.0625,48.48125,84,78.5,85.18518519,62.04578704
15787,92.1625,13.66875,19,59.6,70.37037037,50.96032407
15788,56.125,68.13125,27,80.5,48.14814815,55.98087963
15789,54.725,53.0125,78,22.7,25.92592593,46.87268519
15790,43.7,19.4375,48,58.7,70.37037037,48.04157407
15791,39.1625,34.9125,98,24.7,11.11111111,41.57722222
15792,78.075,97.86875,36,92.9,25.92592593,66.15393519
15793,62.7,79.025,31,34.8,55.55555556,52.61611111
15794,29.325,93.6,54,29,37.03703704,48.59240741
15795,71.1125,64.075,54,12.5,92.59259259,58.85601852
15796,88.75,42.85625,12,70.8,81.48148148,59.1775463
15797,33.775,21.79375,49,27.9,100,46.49375
15798,20.35,17.5,78,64.5,11.11111111,38.29222222
15799,96.4125,24.85625,23,94.9,77.77777778,63.38930556
15800,90.3,39.09375,63,95.5,33.33333333,64.24541667
15801,36.5,58.6875,31,89.8,96.2962963,62.45675926
15802,72.975,74.9125,55,89.9,44.44444444,67.44638889
15803,45.4875,30.9,29,4.6,11.11111111,24.21972222
15804,52.6625,59.7625,65,24.7,18.51851852,44.1287037
15805,63.6625,33.8125,50,71.2,48.14814815,53.36462963
15806,62.5375,84.4875,68,58,55.55555556,65.71611111
15807,15.7,78.975,37,15.4,66.66666667,42.74833333
15808,47.2,69.66875,94,52.8,14.81481481,55.69671296
15809,71.5625,63.0875,12,11.8,14.81481481,34.65296296
15810,56.8875,39.1,12,22.1,59.25925926,37.86935185
15811,63.0375,83.33125,36,48.1,51.85185185,56.46412037
15812,59.075,66.13125,68,42.5,70.37037037,61.21532407
15813,35.375,54.16875,80,8.9,74.07407407,50.50356481
15814,49.4625,77.9125,17,33.2,25.92592593,40.70018519
15815,74.6,37.775,90,89.8,11.11111111,60.65722222
15816,82.575,30.45625,32,77.1,96.2962963,63.68550926
15817,25.3125,21.1375,21,62.2,48.14814815,35.55962963
15818,89.075,28.2125,38,38.5,55.55555556,49.86861111
15819,48.9875,39.66875,68,19.2,62.96296296,47.76384259
15820,32,37.2625,35,29.8,11.11111111,29.03472222
15821,81.9,82.60625,51,63.1,77.77777778,71.27680556
15822,40.375,6.35625,17,11.7,18.51851852,18.7899537
15823,38.7375,33.15625,40,55,37.03703704,40.78615741
15824,79.375,85.075,15,96.8,40.74074074,63.39814815
15825,55.1375,53.8375,76,27.7,100,62.535
15826,14.0375,89.98125,86,34,51.85185185,55.17412037
15827,36.8125,33.3,36,89.1,62.96296296,51.63509259
15828,76.2125,60.6,85,68.5,51.85185185,68.43287037
15829,37.2,24.6625,43,13.5,29.62962963,29.59842593
15830,71.3875,47.90625,93,29.2,44.44444444,57.18763889
15831,69.3,35.86875,89,83,85.18518519,72.47078704
15832,86.5125,48.66875,71,41.7,55.55555556,60.68736111
15833,92.7,99.73125,45,69.7,81.48148148,77.7225463
15834,42.025,79.575,98,9.2,51.85185185,56.13037037
15835,80.2625,57.0875,63,29.8,14.81481481,48.99296296
15836,49.4375,80.38125,77,63.6,29.62962963,60.00967593
15837,89.2375,82.55,95,77.1,77.77777778,84.33305556
15838,75.6125,35.79375,52,41.4,66.66666667,54.29458333
15839,33,7.7625,90,46,92.59259259,53.87101852
15840,51.4625,52.43125,14,16.3,96.2962963,46.09800926
15841,19.0875,89.9875,22,48.1,77.77777778,51.39055556
15842,45.375,50.96875,92,24,29.62962963,48.39467593
15843,20.6125,13.60625,84,37.6,40.74074074,39.31189815
15844,89.0125,24.24375,46,68,40.74074074,53.59939815
15845,57.5875,78.35625,67,57.2,11.11111111,54.25097222
15846,67.6625,44.075,94,17.3,74.07407407,59.42231481
15847,88.325,81.93125,13,40.2,18.51851852,48.3949537
15848,83.9,29.225,70,54,29.62962963,53.35092593
15849,34.3375,67.825,30,68.8,88.88888889,57.97027778
15850,19.4625,97.2375,53,43.5,25.92592593,47.82518519
15851,19.775,67.88125,17,87.4,25.92592593,43.59643519
15852,19.125,26.075,87,9.4,92.59259259,46.83851852
